seed	galaxynumber	starid	单极磁	初始星系可燃冰	初始星系潮汐锁定	距离	铁	铜	硅	钛	石	煤	原油涌泉	可燃冰	金伯利	分形硅	有机晶体	光栅石	刺笋	氢气	重氢	可燃冰
1850078956	64	55	4	0	0	3.93141	50	35	19	21	20	14	22	5	1	1	3	12	1	0.93	0.04	0
1851086768	64	60	4	1	0	3.139813	24	32	23	24	21	14	22	7	2	8	1	1	1	0.72	0.15	0
1851845115	64	53	3	1	0	2.684226	37	38	17	24	15	14	22	2	7	4	1	1	1	0.92	0.03	0
1854117619	64	46	3	0	0	4.743183	40	48	17	30	25	15	22	4	1	1	1	1	1	0.72	0.15	0
1854600251	64	60	4	0	0	4.528689	40	36	22	25	32	12	22	1	3	2	1	1	1	0.75	0.15	0
1855690189	64	56	11	1	0	4.782801	38	40	19	19	33	15	12	1	4	1	1	1	3	0.86	0.03	0
1857160198	64	53	7	1	0	4.541898	40	36	23	27	20	16	20	3	1	2	1	1	1	0.83	0.04	0
1858339182	64	59	6	0	0	3.475511	43	44	7	30	23	13	12	9	7	1	1	1	1	0.84	0.14	0
1859667717	64	60	8	0	0	4.361714	43	38	21	23	19	14	18	2	5	2	1	2	1	0.86	0.03	0
1860002438	64	36	14	1	1	3.779314	39	40	27	19	27	15	22	1	2	12	5	1	1	0.82	0.16	0
1862387686	64	49	11	0	0	3.809223	41	43	6	28	30	13	12	1	8	1	1	1	2	0.74	0.14	0
1863654881	64	56	3	1	0	4.744702	37	30	14	27	12	11	18	2	1	2	1	1	2	0.99	0.04	0
1864485686	64	60	6	1	0	4.585346	34	42	5	24	21	12	12	1	1	2	1	1	1	0.87	0.04	0
1865775585	64	52	7	1	0	4.672441	34	32	7	26	20	12	12	8	1	5	1	1	1	0.94	0.04	0
1868171971	64	42	7	1	0	3.549649	39	46	19	31	19	15	22	4	2	4	1	1	1	0.83	0.04	0
1873508654	64	53	10	0	0	4.993302	35	44	7	28	40	12	12	1	3	1	1	3	3	0.84	0.04	0
1873950336	64	54	6	1	0	4.99218	37	52	5	30	31	13	12	1	2	3	5	1	1	0.83	0.04	0
1874511662	64	60	4	1	0	2.963276	46	40	19	30	17	15	22	13	4	4	2	1	1	0.78	0.14	0
1877604916	64	60	16	1	0	4.926533	33	25	16	31	14	11	18	13	1	1	1	1	1	0.91	0.04	0
1878873188	64	50	5	0	0	3.528836	54	33	13	25	12	13	18	1	6	1	3	13	1	0.89	0.03	0
1881881685	64	57	3	0	0	4.744133	40	40	14	22	27	15	12	1	11	1	1	3	1	0.9	0.04	0
1890129649	64	56	9	1	0	4.283536	26	30	22	26	20	12	14	3	2	7	4	2	1	0.87	0.04	0
1891605019	64	60	4	0	0	4.727164	47	34	7	28	20	14	12	6	1	1	2	14	1	0.82	0.16	0
1891827366	64	60	8	0	0	3.543244	43	39	15	30	16	12	18	12	3	4	3	2	1	0.8	0.04	0
1895106370	64	60	8	1	0	2.516244	48	34	15	28	14	14	22	3	1	3	2	12	1	0.7	0.13	0
1895568545	64	57	3	1	0	4.939731	39	46	19	31	19	15	22	2	9	3	2	1	1	0.86	0.14	0
1897423167	64	55	5	0	0	3.861889	41	29	18	22	14	14	22	3	1	1	1	3	1	0.86	0.04	0
1900061225	64	58	6	0	0	4.373636	45	35	13	25	28	13	12	7	3	1	2	1	1	0.86	0.04	0
1900647265	64	60	2	0	0	4.19869	39	41	21	26	24	13	22	4	1	3	1	3	1	0.85	0.15	0
1904953792	64	60	5	0	0	4.823177	37	30	14	28	13	10	14	1	1	4	1	1	1	1.16	0.04	0.61
1906549853	64	57	3	1	0	3.701771	41	31	13	23	12	11	18	12	14	2	1	2	1	1.23	0.04	0.64
1906714154	64	60	3	0	0	3.842024	43	37	20	29	18	15	22	5	7	1	1	4	1	0.83	0.04	0
1909438501	64	50	3	0	0	3.06889	40	36	23	27	20	16	20	3	2	3	3	1	1	0.94	0.04	0
1909927553	64	54	5	0	0	4.477921	40	41	15	23	23	13	12	2	6	1	1	2	1	0.79	0.16	0
1912703966	64	60	5	0	0	3.33066	47	31	17	33	15	14	20	10	1	1	2	1	1	0.74	0.15	0
1912922832	64	40	4	1	0	4.578687	40	40	14	22	27	15	12	2	4	7	1	1	1	0.82	0.04	0
1914841464	64	54	6	1	1	3.515749	36	50	7	31	25	13	12	1	3	2	1	1	2	0.95	0.04	0
1916978141	64	59	3	1	0	4.581452	36	39	15	26	27	15	12	8	1	3	1	1	1	0.86	0.04	0
1918508122	64	56	5	1	0	3.394143	39	45	25	24	22	17	22	5	2	3	1	2	1	0.84	0.04	0
1920500300	64	49	5	1	0	2.908505	40	37	24	28	16	14	20	12	5	1	2	1	1	0.73	0.14	0
1921444175	64	54	2	0	0	4.13288	36	40	16	27	23	13	12	3	3	8	1	1	1	0.93	0.04	0
1921988454	64	51	12	1	0	2.665603	30	30	27	21	17	14	22	3	7	4	1	3	1	0.91	0.04	0
1922608589	64	57	7	1	0	4.399744	41	39	27	21	21	12	18	10	7	2	1	1	1	0.84	0.04	0
1928987966	64	59	9	0	0	4.876758	36	50	7	31	25	13	12	3	6	1	2	2	1	0.83	0.04	0
1932424551	64	60	6	0	0	3.813718	38	40	19	19	33	15	12	7	7	2	2	1	1	0.94	0.04	0
1936293461	64	58	3	1	0	3.376696	39	46	26	25	18	15	22	5	9	2	2	1	1	0.84	0.15	0
1936985687	64	45	5	1	0	2.340544	39	29	23	19	20	14	22	4	1	2	1	1	2	0.95	0.14	0.57
1937678083	64	44	5	1	0	4.607181	39	45	25	24	22	17	22	2	4	5	1	1	1	0.95	0.04	0
1938871453	64	41	4	0	0	2.006571	52	31	23	21	20	16	22	2	1	1	2	13	1	0.89	0.03	0
1943152491	64	60	3	1	0	4.285432	40	37	17	34	17	14	20	2	6	4	1	1	1	0.92	0.03	0
1943628301	64	60	8	1	0	3.774141	37	49	21	24	22	15	22	1	1	1	2	1	1	0.81	0.04	0
1943639433	64	56	9	0	0	4.624929	36	33	11	19	26	12	12	3	5	1	1	1	1	0.87	0.04	0
1943675349	64	60	3	0	0	3.637904	25	33	19	17	33	14	12	3	2	5	1	3	1	0.82	0.04	0
1947790182	64	53	8	1	0	4.947665	35	42	17	29	28	12	22	8	1	1	2	1	1	0.81	0.14	0
1951090855	64	60	7	1	0	3.620938	40	41	8	29	24	13	12	7	7	1	1	1	2	0.85	0.04	0
1952339728	64	57	5	1	0	4.667445	39	46	19	31	19	15	22	2	3	3	1	1	4	0.84	0.04	0
1955796272	64	56	13	0	0	2.867621	40	41	8	29	24	13	12	1	8	3	2	2	1	0.82	0.04	0
1962494167	64	60	10	0	0	4.044092	43	36	26	22	21	17	22	6	4	3	2	1	1	0.74	0.14	0
1962695170	64	57	4	0	0	4.294902	41	41	23	23	17	13	22	10	8	2	2	1	1	0.86	0.16	0
1964471307	64	49	2	0	0	3.311247	47	31	17	33	15	14	20	8	6	2	1	6	2	0.83	0.04	0
1965650260	64	60	9	1	0	4.755362	39	48	14	32	17	12	18	2	8	1	1	1	1	0.88	0.04	0
1966389781	64	48	4	1	0	2.722512	34	32	7	26	20	12	12	2	1	3	1	1	1	1.17	0.04	0.64
1971538645	64	40	7	1	0	3.228627	35	30	19	22	24	13	22	7	1	1	1	3	1	0.83	0.04	0
1972586183	64	60	3	0	0	3.090751	32	34	7	22	30	11	12	1	1	4	1	1	2	0.95	0.03	0
1975486516	64	60	6	0	0	3.091751	45	31	22	30	21	14	20	12	4	2	1	5	1	0.88	0.03	0
1977655749	64	59	7	0	0	4.609878	44	32	21	28	26	14	22	3	2	1	1	3	1	0.85	0.15	0
1979553219	64	60	2	1	0	4.999044	40	37	24	28	16	14	20	11	1	5	1	1	1	0.97	0.04	0
1980051444	64	49	3	0	0	4.230595	43	37	20	29	18	15	22	2	3	4	1	3	1	0.78	0.15	0
1981585458	64	47	4	1	1	4.316042	39	38	16	35	17	11	14	1	1	8	1	1	1	0.88	0.04	0
1990681065	64	60	5	0	0	4.953107	37	50	15	31	19	13	22	2	3	5	3	3	1	0.82	0.04	0
1992155348	64	60	5	0	0	4.480464	31	31	24	19	27	16	22	6	11	1	3	1	1	0.93	0.04	0
1993406637	64	55	11	0	0	4.402489	30	32	22	22	15	11	18	9	7	1	3	4	1	0.73	0.15	0
1995675706	64	45	4	1	0	2.859125	30	31	28	15	18	13	18	7	10	2	1	2	1	0.83	0.16	0
1997244387	64	60	4	0	0	4.601662	39	37	22	28	20	13	14	4	1	9	4	1	1	0.86	0.04	0
1999587158	64	55	5	0	0	4.952376	37	35	10	32	32	12	12	12	1	2	2	2	1	0.9	0.04	0
2000727548	64	60	3	0	0	3.037867	26	30	29	20	19	12	14	1	1	3	2	2	2	0.94	0.03	0
2003085784	64	60	3	1	0	4.641359	39	40	27	19	27	15	22	1	3	1	2	2	1	0.93	0.04	0
2003269334	64	55	8	1	0	4.930485	39	48	14	32	17	12	18	2	1	1	1	1	1	0.88	0.04	0
2009957817	64	60	7	1	1	4.224771	37	28	19	26	14	14	22	3	2	1	1	1	2	1.68	0.07	0
2011801466	64	56	2	1	0	4.773782	30	32	22	22	15	11	18	2	6	1	1	8	1	0.82	0.14	0
2014882946	64	60	2	1	0	4.937972	41	44	12	27	29	13	12	1	1	1	1	1	1	0.82	0.04	0
2016692165	64	44	3	0	0	4.843809	33	34	15	22	24	11	22	1	2	4	1	1	1	1.01	0.16	0.71
2019445794	64	54	10	1	0	3.778691	52	31	23	21	20	16	22	1	2	1	2	12	2	0.91	0.04	0
2020192574	64	48	6	1	0	2.741094	44	32	21	28	26	14	22	7	2	1	1	1	5	0.71	0.14	0
2022267620	64	60	3	1	0	4.38263	43	36	26	22	21	17	22	4	2	2	1	1	1	0.95	0.04	0
2023281232	64	57	7	1	0	2.507078	41	40	22	22	21	15	22	2	4	3	1	3	1	0.75	0.16	0
2025355398	64	60	8	1	0	4.542584	38	29	15	27	13	13	20	3	1	2	1	1	1	1.25	0.04	0.66
2033998586	64	55	10	0	0	4.388812	39	38	16	35	17	11	14	9	2	4	1	1	3	0.94	0.03	0
2034624044	64	60	2	1	0	3.404576	52	33	18	22	18	13	18	1	1	3	3	12	2	0.82	0.14	0
2041411063	64	58	3	0	0	4.211831	40	36	23	27	20	16	20	2	3	1	2	2	1	0.86	0.03	0
2046289173	64	51	10	1	0	4.506951	41	31	13	23	12	11	18	2	6	2	1	1	1	0.95	0.04	0
2047545934	64	56	11	1	0	4.622504	37	37	27	22	31	16	22	2	1	8	1	2	1	0.84	0.04	0
2047804587	64	60	5	0	0	4.894418	36	40	9	33	24	13	12	3	1	2	1	1	1	0.92	0.04	0
2048531188	64	51	4	0	0	4.705635	39	36	21	33	18	15	22	1	1	7	1	1	1	0.97	0.04	0
2048594829	64	53	5	1	0	4.159574	38	33	6	22	20	12	12	4	7	3	1	2	1	0.9	0.04	0
2048874562	64	60	3	1	0	3.95715	30	31	28	15	18	13	18	4	5	5	1	7	1	0.95	0.04	0
2049779402	64	54	4	0	0	4.499557	39	36	28	27	17	15	22	3	1	2	1	3	3	0.98	0.03	0
2057610109	64	55	16	0	0	2.852549	34	42	9	29	34	12	12	2	2	3	1	1	2	0.92	0.03	0
2059166469	64	57	7	0	0	3.500019	24	32	30	18	20	14	22	1	7	4	3	2	1	0.74	0.16	0
2060255192	64	59	2	0	0	4.314192	41	39	20	27	22	12	18	3	2	4	1	1	1	0.93	0.04	0
2066101327	64	60	3	1	0	4.834747	40	41	8	29	24	13	12	12	1	1	1	3	2	0.77	0.16	0
2067702517	64	60	3	0	0	3.690511	39	48	21	26	16	12	18	2	2	1	1	1	1	0.85	0.15	0
2069767151	64	57	2	1	0	4.599911	37	38	28	23	27	14	22	1	4	1	1	1	1	0.95	0.04	0
2069936087	64	46	4	0	0	4.819099	27	41	17	28	25	14	22	1	1	1	1	4	1	0.88	0.04	0
2070936734	64	60	3	1	0	4.866054	43	34	9	32	22	13	12	10	12	1	1	3	1	0.81	0.15	0
2073384558	64	48	8	1	0	4.387105	36	49	13	24	28	15	12	2	14	1	1	1	1	0.9	0.03	0
2077385332	64	60	3	1	0	3.181939	39	36	28	27	17	15	22	4	2	5	2	1	2	0.83	0.13	0
2080264669	64	50	5	0	0	4.57497	38	33	6	22	20	12	12	2	11	1	1	1	2	0.9	0.03	0
2084961472	64	55	4	1	0	4.528128	45	29	11	21	16	8	10	3	1	1	2	13	12	0.82	0.04	0
2086220078	64	60	3	1	0	4.538791	26	29	28	25	17	14	22	2	7	7	2	4	1	0.91	0.04	0
2088113248	64	60	10	0	0	4.09526	24	38	8	28	33	11	12	1	2	1	1	5	1	0.71	0.14	0
2091829511	64	60	4	0	0	4.767672	43	37	27	23	17	15	22	4	5	1	1	2	1	0.93	0.04	0
2093904123	64	56	2	0	0	3.829228	37	38	17	24	15	14	22	4	1	1	3	2	1	0.84	0.03	0
2094167584	64	54	3	1	0	4.16663	26	36	11	23	36	12	12	1	4	3	1	1	1	0.85	0.04	0
2095831064	64	55	4	1	0	3.853173	44	39	18	28	24	15	22	1	1	1	2	1	2	0.84	0.14	0
2097136787	64	54	7	1	0	4.52598	37	39	23	26	21	15	22	2	8	4	2	3	1	0.84	0.04	0
2098620322	64	58	2	0	0	2.600774	41	39	15	33	23	14	20	4	1	4	1	1	1	0.86	0.04	0
2102030508	64	49	6	1	0	4.533686	40	38	19	32	24	15	22	6	1	2	5	1	1	0.97	0.04	0
2105537201	64	60	2	1	0	4.832204	24	43	22	23	18	12	22	1	1	7	1	1	1	0.82	0.16	0
2106349973	64	40	8	0	0	3.920746	43	39	15	30	16	12	18	1	2	4	1	3	1	0.83	0.04	0
2109113706	64	60	7	1	0	4.663497	37	40	24	27	17	13	22	2	12	2	2	1	1	0.81	0.15	0
2113007212	64	37	5	0	1	4.516209	37	38	21	29	28	14	22	2	2	2	1	1	1	0.83	0.04	0
2114367499	64	60	4	1	0	4.607348	37	40	16	30	26	11	18	1	1	3	2	1	1	0.89	0.04	0
2116030920	64	60	3	0	0	3.682186	42	44	20	27	23	13	22	6	2	2	3	1	3	0.8	0.14	0
2118767741	64	54	4	1	0	4.866063	40	43	15	31	25	11	18	1	1	1	1	2	1	0.95	0.04	0
2118782706	64	48	5	1	0	4.347673	43	37	20	29	18	15	22	1	4	3	1	3	1	0.73	0.16	0
2119666545	64	59	4	0	0	2.988232	39	48	14	32	17	12	18	2	3	2	1	1	2	0.83	0.14	0
2120182600	64	60	3	1	0	3.411852	35	42	13	24	15	12	22	1	1	10	2	1	1	0.88	0.03	0
2121357926	64	55	4	1	0	4.424714	41	43	6	28	30	13	12	10	4	1	3	2	1	0.96	0.04	0
2121382965	64	60	13	1	0	4.206567	36	50	14	25	24	13	12	2	4	6	2	1	1	0.92	0.04	0
2122629903	64	60	4	1	0	3.793237	46	42	14	31	15	12	18	2	8	1	4	6	1	0.88	0.04	0
2122962289	64	60	5	0	0	4.858586	43	39	22	24	15	12	18	11	8	1	1	9	1	0.93	0.04	0
2124139266	64	60	2	1	0	4.642081	37	50	22	25	18	13	22	1	6	2	1	1	1	0.86	0.04	0
2126512526	64	55	5	1	0	4.927444	40	43	15	31	25	11	18	3	1	2	1	1	1	0.74	0.15	0
2129583187	64	58	3	0	0	4.614544	27	40	23	21	28	16	22	4	3	2	1	1	1	0.82	0.04	0
2131687295	64	57	5	1	0	2.08504	43	37	20	29	18	15	22	3	13	4	1	3	1	0.72	0.15	0
2135040797	64	57	3	1	0	3.897694	44	32	21	30	20	12	18	3	1	2	1	1	1	0.73	0.14	0
2135698889	64	60	6	1	0	4.647531	39	38	16	34	16	12	18	1	4	6	1	1	1	0.94	0.04	0
2136202504	64	54	5	1	0	3.90063	28	35	12	19	33	14	12	1	11	1	2	1	1	0.9	0.04	0
2136384913	64	60	9	1	0	2.548055	35	42	13	24	15	12	22	1	1	4	2	1	1	0.82	0.03	0
2136609271	64	54	8	0	0	3.391716	41	41	16	29	18	13	22	1	4	1	1	3	2	0.82	0.04	0
2137074706	64	60	3	0	0	3.654696	36	50	14	25	24	13	12	2	8	2	1	2	1	0.72	0.16	0
2138179266	64	45	4	1	0	4.727819	47	31	17	33	15	14	20	8	1	3	1	3	2	0.93	0.04	0
2138988539	64	60	3	1	1	4.276578	37	28	19	26	14	14	22	2	1	1	2	1	1	0.86	0.04	0
2141253539	64	40	6	1	0	3.892301	37	39	22	23	29	13	18	3	8	5	3	1	1	0.75	0.16	0
2142280821	64	47	11	1	0	4.692987	40	41	8	29	24	13	12	2	4	4	1	3	1	0.81	0.14	0
2143240386	64	60	6	0	0	3.300044	41	41	16	29	18	13	22	1	4	4	1	6	1	0.84	0.04	0
2143283016	64	57	4	0	0	2.808417	27	34	15	21	23	12	12	5	7	4	1	8	1	0.79	0.04	0
2147234258	64	60	8	1	0	3.973738	37	40	23	24	25	11	18	1	4	6	1	4	2	0.87	0.03	0
